CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material;Percentual;PrazoProducao
30.20.10.75.0004;"STRETCH FIL. 3"" 500X20 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;9,487014686;Stretch;15;10
30.20.10.75.0013;"STRETCH FIL. 3"" 500X35 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;9,451927245;Stretch;15;10
30.20.10.14.0114;"STRETCH FIL. 3""430X09 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;8,944675778;Stretch;15;10
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;8,944675778;Stretch;15;10
30.20.10.14.0117;"STRETCH FIL. 3""460X09 MANUPREST SLIM (5,00 KG) - EXPO";KG;Bruto;0,9;5;9,400656878;Stretch;15;10
30.20.10.14.0115;"STRETCH FIL. 3""470X09 MANUPREST SLIM  (2,8KG) EXPO LIQ";KG;Liq;0,6;2,8;9,140096249;Stretch;15;10
30.20.10.75.0031;"STRETCH FIL. 3""500X10 MANUSTIF 16KG EXPO";KG;Bruto;1,7;16;9,955254784;Stretch;15;10
30.20.10.75.0032;"STRETCH FIL. 3""500X12 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,978460035;Stretch;15;10
30.20.10.75.0015;"STRETCH FIL. 3""500X13 MAQ LC3 17KG EXPO";KG;Bruto;1,7;17;9,886834733;Stretch;15;10
30.20.10.75.0027;"STRETCH FIL. 3""500X15 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,93666558;Stretch;15;10
30.20.10.75.0033;"STRETCH FIL. 3""500X17 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;9,614166815;Stretch;15;10
30.20.10.75.0018;"STRETCH FIL. 3""500X17 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,674102025;Stretch;15;10
30.20.10.75.0029;"STRETCH FIL. 3""500X17 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;9,554925861;Stretch;15;10
30.20.10.75.0003;"STRETCH FIL. 3""500X17 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;9,554925861;Stretch;15;10
30.20.10.75.0025;"STRETCH FIL. 3""500X19 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,60619085;Stretch;15;10
30.20.10.75.0043;"STRETCH FIL. 3""500X20 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,60619085;Stretch;15;10
30.20.10.75.0030;"STRETCH FIL. 3""500X20 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;9,635536603;Stretch;15;10
30.20.10.58.0012;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,5;5;9,682018489;Stretch;15;10
30.20.10.58.0011;"STRETCH FIL. 3""500X23 MAN LEV LC3 4KG EXPO - TB 0,5";KG;Bruto;0,5;4;9,461881941;Stretch;15;10
30.20.10.58.0016;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,5;4,5;9,564687001;Stretch;15;10
30.20.10.58.0017;"STRETCH FIL. 3""500X20 MAN LEV LC3 4,5KG EXPO - TB 0,5";KG;Bruto;0,5;4,5;9,599774441;Stretch;15;10
30.20.10.58.0007;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,5";KG;Bruto;0,5;5;9,646931049;Stretch;15;10
30.20.10.58.0010;"STRETCH FIL. 3""500X23 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;9,20281319;Stretch;15;10
30.20.10.75.0035;"STRETCH FIL. 3""500X23 MAQ AT 16KG EXPO";KG;Bruto;1,7;16;9,5111682;Stretch;15;10
30.20.10.75.0012;"STRETCH FIL. 3""500X23 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,571103409;Stretch;15;10
30.20.10.75.0041;"STRETCH FIL. 3""500X19 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;9,643540889;Stretch;15;10
30.20.10.75.0042;"STRETCH FIL. 3""500X30 MAQ ATX 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;9,643540889;Stretch;15;10
30.20.10.75.0037;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO";KG;Bruto;1,7;17,57;9,523098735;Stretch;15;10
30.20.10.75.0005;"STRETCH FIL. 3""500X23 MAQ LC2 17,57KG EXPO LIQ";KG;Liq;1,7;17,57;9,523098735;Stretch;15;10
30.20.10.75.0002;"STRETCH FIL. 3""500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,7;16;9,451927245;Stretch;15;10
30.20.10.75.0019;"STRETCH FIL. 3""500X25 MAQ AT 18KG EXPO";KG;Bruto;1,7;18;9,600449162;Stretch;15;10
30.20.10.75.0036;"STRETCH FIL. 3""500X30 MAQ ATX 16KG EXPO";KG;Bruto;1,7;16;9,571103409;Stretch;15;10
30.20.10.75.0022;"STRETCH FIL. 3""500X30 MAQ LC2 16KG EXPO";KG;Bruto;1,7;16;9,451927245;Stretch;15;10
30.20.10.14.0116;STRETCH FIL. 3''470X09 MANUPREST SLIM (2,5KG) EXPO;KG;Bruto;0,6;2,5;8,944675778;Stretch;15;10
30.20.10.56.0016;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5KG EXPO";KG;Bruto;1,57;5;8,114169126;Stretch;15;10
30.20.10.90.0019;"STRETCH FILME 3""500X23 LC2 4600M EXPO";KG;Bruto;1,7;50;9,921803674;Stretch;15;10
30.20.10.90.0014;"STRETCH FILME 3""500X28 LC3 3750M EXPO LIQ";KG;Liq;1,7;50;9,987100246;Stretch;15;10
30.20.10.90.0017;"STRETCH FILME 3""510X21 ATX PLUS 5000M EXPO LIQ";KG;Liq;1,7;50;10,21895393;Stretch;15;10
30.20.10.90.0010;"STRETCH FILME 3""510X23 ATX PLUS 4570M EXPO LIQ";KG;Liq;1,7;50;10,18386649;Stretch;15;10
30.20.10.90.0018;"STRETCH FILME 3""510X27 ATX PLUS 3890M EXPO LIQ";KG;Liq;1,7;50;10,18386649;Stretch;15;10
30.20.10.31.0014;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;10,19751733;Stretch;15;10
30.20.10.52.0021;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 LIQUIDO";KG;Liq;0,6;2,25;8,485808847;Stretch;15;10
30.20.10.66.0004;"STRETCH FIL. 3""1000X30 MAQ ATX PLUS/28 LIQUIDO";KG;Liq;3,14;28;9,60361751;Stretch;15;10
30.20.10.25.0058;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,36;3;9,581344183;Stretch;15;10
30.20.10.25.0055;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,3;3;9,730735365;Stretch;15;10
30.20.10.56.0019;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5,6KG EXPO LIQ";KG;Liq;1,57;5,6;8,361459747;Stretch;15;10
30.20.10.14.0118;"STRETCH FIL. 3""450X15 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;2,5;9,001813967;Stretch;15;10
30.20.10.16.0070;"STRETCH FIL. 3""500X23 MAN ESPECIAL VERMELHO";KG;Bruto;1,57;4,5;8,214241615;Stretch;15;10
30.20.10.25.0054;"STRETCH FIL. 3""100X17 CORTADO MAQ (2,5 KG) LIQ";KG;Liq;0,24;2,5;9,863612217;Stretch;15;10
30.20.10.25.0063;"STRETCH FIL. 3""150X40 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;9,662830282;Stretch;15;10
30.20.10.31.0013;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;10,22001053;Stretch;15;10
30.20.10.45.0004;"STRETCH FIL. 3""750X30 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;21,3;9,418842672;Stretch;15;10
30.20.10.52.0024;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - VERMELHO";KG;Bruto;0,6;2,25;8,877301181;Stretch;15;10
30.20.10.57.0011;"STRETCH FIL. 3""500X17 MAN GOLD/5 LC3";KG;Bruto;1,1;5;8,914417887;Stretch;15;10
30.20.10.66.0005;"STRETCH FIL. 3""1000X17 MAQ LC3/28";KG;Bruto;3,14;28;9,525766934;Stretch;15;10
30.20.10.66.0006;"STRETCH FIL. 3""1000X30 MAQ LC3/28";KG;Bruto;3,14;28;9,422768319;Stretch;15;10
30.20.10.67.0007;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO BRANCO";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
30.20.10.74.0010;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;10,26274046;Stretch;15;10
30.20.10.74.0015;"STRETCH FIL. 3""500X25 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;9,897178291;Stretch;15;10
30.20.10.79.0007;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,5;4,9;9,692522367;Stretch;15;10
30.20.10.79.0008;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,5;4,9;10,17190074;Stretch;15;10
30.20.10.80.0001;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO AZUL";KG;Bruto;1,57;10;9,542548569;Stretch;15;10
30.20.10.82.0005;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,804867417;Stretch;15;10
30.20.10.82.0007;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;9,769779976;Stretch;15;10
30.20.10.58.0020;"STRETCH FIL. 3""500X19 MAN LEV LC3 4KG EXPO LIQ - TB 0,5";KG;Liq;0,5;4;9,496969381;Stretch;15;10
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;3,5;10,6447492;Stretch;15;10
30.20.10.58.0019;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;9,237900631;Stretch;15;10
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;8,944675778;Stretch;15;10
30.20.10.14.0120;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,8KG) EXPO";KG;Bruto;0,6;1,8;8,235371843;Stretch;15;10
60.14.01.03.0004;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,57;3,5;6,913377117;Stretch;15;10
60.14.01.03.0005;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;9,342870249;Stretch;15;10
60.14.01.03.0006;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;9,342870249;Stretch;15;10
60.14.01.03.0008;"STRETCH FIL. 3""500X23 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,57;4;7,316840053;Stretch;15;10
30.20.10.84.0002;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2 C/ UV";KG;Bruto;1,57;4;7,502070237;Stretch;15;10
60.14.01.03.0011;"STRETCH FIL. 3""500X23 MAQ LC3/14 LIQUIDO VERMELHO AEROPORTO - MANAUS";KG;Liq;1,1;15,1;9,897189567;Stretch;15;10
60.14.01.07.0001;"STRETCH FIL. 3""430X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;8,971203283;Stretch;15;10
30.20.10.16.1000;"STRETCH FIL. 3""500X23 MAN GOLD VERMELHO";KG;Bruto;1,1;5;9,227824755;Stretch;15;10
60.14.01.03.0014;JUMBO 23 LC3(150) BRANCO STRETCH FILME - MANAUS;KG;Bruto;1,7;50;10,18771835;Stretch;500;10
60.14.01.03.0015;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (2,5KG) - MANAUS";KG;Liq;0,5;2,5;8,639532579;Stretch;15;10
30.20.10.91.0010;"STRETCH FIL. 3""500X25 MAQ LC3 17,57KG B";KG;Bruto;1,57;17,57;9,590528848;Stretch;15;10
60.14.01.07.0002;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) - MANAUS";KG;Bruto;0,6;2,5;8,676335504;Stretch;15;10
60.14.01.03.0010;"STRETCH FIL. 3""500X30 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,57;4;7,316840053;Stretch;15;10
60.14.01.03.0007;"STRETCH FIL. 3""600X23 MAQ LC3 VERMELHO AEROPORTO LIQUIDO - MANAUS";KG;Liq;1,884;14;9,428061591;Stretch;15;10
60.14.01.03.0016;JUMBO 23 LC3(150) BRANCO STRETCH FILME LIQ - MANAUS;KG;Liq;1,7;50;10,18771835;Stretch;500;10
30.20.10.58.0021;"STRETCH FIL. 3"" 410X08 PREESTIRADO CORELESS 1,8KG EXPO";KG;Bruto;0;1,8;10,76860018;Stretch;30;10
30.20.10.58.0021;"STRETCH FIL. 3"" 450X08 PREESTIRADO CORELESS 2 KG EXPO";KG;Bruto;0;2;10,76860018;Stretch;30;10
60.14.01.03.0012;"STRETCH FIL. 3""500X30 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,57;3,5;6,913377117;Stretch;15;10
60.14.01.03.0017;"STRETCH FIL. 3""500X23 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;10,2913719;Stretch;15;10
30.20.10.58.0022;"STRETCH FIL. 3""500X17 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;9,305811806;Stretch;15;10
60.14.01.07.0003;"STRETCH FIL. 3""450X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;8,971203283;Stretch;15;10
60.14.01.03.0022;"STRETCH FIL. 3""500X23 MAN LEV NOVO - MANAUS";KG;Bruto;0,5;4,9;9,342870249;Stretch;15;10
30.20.10.83.0006;"STRETCH FIL. 3""500X17 MAQ LC3/14 B";KG;Bruto;1,57;14;9,525766934;Stretch;15;10
60.14.01.03.0018;"STRETCH FIL. 3""500X19 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;10,32540672;Stretch;15;10
60.14.01.03.0019;"STRETCH FIL. 3""500X30 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;10,2913719;Stretch;15;10
60.14.01.03.0025;"STRETCH FIL. 3""500X23 MAN CORELESS (3,0KG) - MANAUS";KG;Bruto;0;3;10,2913719;Stretch;15;10
60.14.01.03.0024;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;9,376905067;Stretch;15;10
60.14.01.03.0023;"STRETCH FIL. 3""500X23 MAN GOLD LC3 - MANAUS";KG;Bruto;1,1;5;8,547076694;Stretch;15;10
30.20.10.91.0011;"STRETCH FIL. 3""500X25 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;8,594068627;Stretch;15;10
60.14.01.05.0011;"STRETCH FIL. 3""500X23 MAQ ATX/14 LIQUIDO TG - MANAUS";KG;Liq;1,1;15,1;9,536996503;Stretch;15;10
60.14.01.07.0004;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) LIQ - MANAUS";KG;Liq;0,6;2,5;8,676335504;Stretch;15;10
30.20.10.74.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 B PLUS TG";KG;Bruto;1,57;14;9,576246146;Stretch;15;10
60.14.01.03.0020;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;15,1;9,417075246;Stretch;15;10
30.20.10.58.or01;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,8KG EXPO - TB 0,5";KG;Bruto;0,5;4,8;9,616089531;Stretch;15;10
30.20.10.75.OR01;"STRETCH FIL. 3"" 500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,57;16;9,525973938;Stretch;15;10
30.20.10.74.0017;"STRETCH FIL. 3""500X13 MAQ ATX/5 LÍQUIDO PLUS TG M DIAS";KG;Liq;1,57;5;8,216925672;Stretch;15;10
30.20.10.55.COT01;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 3,5 KG";KG;Liq;0,5;3,5;9,387642403;Stretch;15;10
60.14.01.03.0021;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;15,1;9,417075246;Stretch;15;10
60.14.01.07.0005;"STRETCH FIL. 3""450X10 MANUPREST SLIM (2,5KG) LIQUIDO - MANAUS";KG;Liq;0,6;2,5;8,676335504;Stretch;15;10
30.20.10.50.0005;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 (5KG) - EXPO";KG;Bruto;0;5;10,60966176;Stretch;15;10
30.20.10.67.0008;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO - BOB";KG;Bruto;1,57;4;7,543134075;Stretch;15;10
60.13.01.01.0018;FITA PP AA 40 TR 045X100 - PERSONALIZADA;100;45;4,5;;2,675208465;Fita PP revenda;40;10
60.13.01.01.0019;FITA PP AA 40 TR 045X100 - M;100;45;4,5;;2,675208465;Fita PP revenda;40;10
30.10.10.12.0032;FITA PP AA 40 TR 036X1200 - M;1200;36;43,2;;27,34529356;Fita PP;33;10
30.10.10.13.0077;FITA PP AR9 45 AM 144X1200 - M;1200;144;172,8;;132,0012118;Fita PP;33;10
30.10.10.13.0091;FITA PP AR9 45 AM 048X1000 - M;1000;48;48;;36,73954656;Fita PP;33;10
30.10.10.13.0093;FITA PP AR9 45 AM 036X1200 - M;1200;36;43,2;;34,39269964;Fita PP;33;10
30.10.10.15.0100;FITA PP AR9 45 BR 048X050 - PERSONALIZADA;50;48;2,4;;1,950890296;Fita PP;33;10
30.10.10.15.0112;FITA PP AR9 45 BR 036X1200 - PERSONALIZADA;1200;36;43,2;;34,39269964;Fita PP;33;10
30.10.10.18.0164;FITA PP AR9 45 TR 072X080 - M;80;72;5,76;;4,343185132;Fita PP;33;10
30.10.10.18.0200;FITA PP AR9 45 TR 048X300 - M;300;48;14,4;;10,14404581;Fita PP;33;10
30.10.10.18.0273;FITA PP AR9 45 TR 072X1200 - PERSONALIZADA;1200;72;86,4;;62,95733912;Fita PP;33;10
30.10.10.18.0278;FITA PP AR9 45 TR 048X040 - M;40;48;1,92;;1,455425889;Fita PP;33;10
30.10.10.19.0201;FITA PP AR9 45 VD 048X1200 - M;1200;48;57,6;;44,00040393;Fita PP;33;10
30.10.10.19.0206;FITA PP AR9 45 VD 048X050 - PERSONALIZADA;50;48;2,4;;1,950890296;Fita PP;33;10
30.10.10.19.0209;FITA PP AR9 45 VD 072X100 - M;100;72;7,2;;5,867264304;Fita PP;33;10
30.10.20.13.0269;FITA PP AS 50 TR 048X1500 - M;1500;48;72;;79,52238623;Fita PP;33;10
30.10.30.12.0017;FITA PP HM 40 HA 048X1200 - M;1200;48;57,6;;46,48881609;Fita PP;33;10
30.10.30.12.0024;FITA PP HM 40 HA 048X100 - PERSONALIZADA;100;48;4,8;;3,992213381;Fita PP;33;10
30.10.30.12.0126;FITA PP HM 40 HA 018X090 - M;90;18;1,62;;1,39485994;Fita PP;33;10
30.10.30.13.0133;FITA PP HM 40 TR 024X200 - M;200;24;4,8;;4,060049847;Fita PP;33;10
30.10.30.13.0144;FITA PP HM 40 TR 072X1000 - M;1000;72;72;;60,54049619;Fita PP;33;10
30.10.30.13.0150;FITA PP HM 40 TR 288X1200 - M;1200;288;345,6;;278,9328965;Fita PP;33;10
30.10.30.13.0151;FITA PP HM 40 TR 048X080 - M;80;48;3,84;;3,218835927;Fita PP;33;10
30.10.30.13.0152;FITA PP HM 40 TR 048X040 - M;40;48;1,92;;1,667885409;Fita PP;33;10
30.10.30.18.0002;FITA PP HM 45 VM 072X100 - M;100;72;7,2;;7,361419824;Fita PP;33;10
30.10.40.10.0092;FITA IMP AR9 45 CFT 096X050 - M;50;96;4,8;;5,103311666;Fita IMP;33;10
30.10.40.10.0109;FITA IMP AR9 45 CFLJ 024X100 - M;100;24;2,4;;2,685100573;Fita IMP;33;10
30.10.40.10.0111;FITA IMP AA 40 CFHA 048X100 - PERSONALIZADA;100;48;4,8;;4,586112025;Fita IMP;33;10
30.10.40.10.0113;FITA IMP AR9 45 CFT 072X1200 - PERSONALIZADA;1200;72;86,4;;89,21378808;Fita IMP;33;10
30.10.40.10.0114;FITA IMP AR9 45 CFLJ 144X100 - M;100;144;14,4;;16,10747144;Fita IMP;33;10
30.10.40.10.0140;FITA IMP AR9 45 CFAM 024X075 - PERSONALIZADA;75;24;1,8;;2,029621693;Fita IMP;33;10
30.10.40.10.0142;FITA IMP AR9 45 CFLJ 072X100 - PERSONALIZADA;100;72;7,2;;8,055301718;Fita IMP;33;10
30.10.40.10.0146;FITA IMP AR9 45 CFB 072X050 - PERSONALIZADA;50;72;3,6;;4,116135027;Fita IMP;33;10
30.10.40.10.0148;FITA IMP AR9 45 CFAM 024X075 - M;75;24;1,8;;2,029621693;Fita IMP;33;10
30.10.40.10.0153;FITA IMP AA 40 CFT 048X090 - M;90;48;4,32;;4,140033434;Fita IMP;33;10
30.10.40.10.0154;FITA IMP AR9 45 CFT 048X1200 - PERSONALIZADA;1200;48;57,6;;59,47585872;Fita IMP;33;10
30.10.40.10.0157;FITA IMP AR9 45 CFAZ 048X100 - PERSONALIZADA;100;48;4,8;;5,369157145;Fita IMP;33;10
30.10.40.10.0158;FITA IMP AA 40 CFT 048X100 - PERSONALIZADA;100;48;4,8;;4,586112025;Fita IMP;33;10
30.10.40.10.0162;FITA IMP AR9 45 CFT 048X090 - M;90;48;4,32;;4,553371034;Fita IMP;33;10
30.10.40.10.0164;FITA IMP AR9 45 CFB 048X040 - M;40;48;1,92;;2,218662914;Fita IMP;33;10
30.10.40.12.0151;FITA IMP AS 50 TR 036X1200 - M;1200;36;43,2;;56,59368069;Fita IMP;33;10
30.10.40.12.0152;FITA IMP AS 50 TR 096X1200 - M;1200;96;115,2;;150,698852;Fita IMP;33;10
30.10.40.17.0187;FITA IMP HM 45 CFT 072X100 - PERSONALIZADA;100;72;7,2;;8,927953238;Fita IMP;33;10
30.10.40.17.0188;FITA IMP HM 40 CFT 024X100 - M;100;24;2,4;;2,788784413;Fita IMP;33;10
30.10.40.20.0204;FITA IMP HM 40 TR 036X100 - M;100;36;3,6;;3,707704854;Fita IMP;33;10
30.10.40.25.0009;FITA IMP AR9 45 TR  036X300 - M;300;36;10,8;;9,7462871;Fita IMP;33;10
30.10.40.25.0034;FITA IMP AR9 45 TR  048X150 - M;150;48;7,2;;6,554457454;Fita IMP;33;10
30.10.40.25.0046;FITA IMP AA 40 TR 048X1200 - PERSONALIZADA;1200;48;57,6;;46,35714249;Fita IMP;33;10
60.13.01.01.0009;FITA PP AA 40 TR 048X080 MANAUS;80;48;3,84;;2,426505687;Fita PP revenda;40;10
60.13.01.01.0011;FITA PP AA 40 TR 048X1000 MANAUS;1000;48;48;;28,90909536;Fita PP revenda;40;10
60.13.01.01.0013;FITA PP AA 40 TR 048X1500 MANAUS;1500;48;72;;43,14601318;Fita PP revenda;40;10
60.13.01.01.0014;FITA PP AA 40 TR 048X040 MANAUS;40;48;1,92;;1,271720289;Fita PP revenda;40;10
60.13.01.02.0001;FITA PP AR9 45 TR 048X1500 MANAUS;1500;48;72;;50,03497318;Fita PP revenda;40;10
60.13.01.02.0003;FITA PP AR9 45 TR 048X1000 MANAUS;1000;48;48;;33,50173536;Fita PP revenda;40;10
60.13.01.02.0005;FITA PP AR9 45 TR 048X090 MANAUS;90;48;4,32;;3,127490734;Fita PP revenda;40;10
60.13.01.02.0006;FITA PP AR9 45 TR 048X080 MANAUS;80;48;3,84;;2,793916887;Fita PP revenda;40;10
60.13.01.03.0004;FITA PP AA 40 HA 048X045 MANAUS;45;48;2,16;;1,415544012;Fita PP revenda;40;10
60.13.01.03.0005;FITA PP AA 40 HA 048X090 MANAUS;90;48;4,32;;2,714153134;Fita PP revenda;40;10
60.13.01.04.0001;FITA PP AR9 45 HA 048X100 MANAUS;100;48;4,8;;3,784845701;Fita PP revenda;40;10
60.13.01.04.0002;FITA PP AR9 45 HA 048X090 MANAUS;90;48;4,32;;3,418893742;Fita PP revenda;40;10
60.13.02.01.0001;FITA PP HM 40 TR 048X050 MANAUS;50;48;2,4;;2,054574136;Fita PP revenda;40;10
60.13.02.01.0008;FITA PP HM 40 TR 048X045 MANAUS;45;48;2,16;;1,861229772;Fita PP revenda;40;10
60.13.02.02.0001;FITA PP HM 45 TR 048X100 MANAUS;100;48;4,8;;4,366613381;Fita PP revenda;40;10
60.13.02.02.0002;FITA PP HM 45 TR 048X1200 MANAUS;1200;48;57,6;;50,98161609;Fita PP revenda;40;10
60.13.02.02.0003;FITA PP HM 45 TR 048X050 MANAUS;50;48;2,4;;2,241774136;Fita PP revenda;40;10
60.13.02.02.0006;FITA PP HM 45 TR 144X1200 MANAUS;1200;144;172,8;;152,9448483;Fita PP revenda;40;10
60.13.03.01.0002;FITA PP AS 50 TR 048X050 MANAUS;50;48;2,4;;2,771913504;Fita PP revenda;40;10
60.13.03.01.0003;FITA PP AS 50 TR 144X1000 MANAUS;1000;144;144;;159,4800322;Fita PP revenda;40;10
30.10.10.11.1005;FITA PP AA 40 HA 048X090 - PERSONALIZADA;90;48;4,32;;2,714153134;Fita PP;33;10
30.10.10.11.1007;FITA PP AA 40 HA 048X090 - M;90;48;4,32;;2,714153134;Fita PP;33;10
30.10.10.11.1009;FITA PP AA 40 HA 048X045 - PERSONALIZADA;45;48;2,16;;1,415544012;Fita PP;33;10
30.10.10.11.1010;FITA PP AA 40 HA 048X050 - PERSONALIZADA;50;48;2,4;;1,559367736;Fita PP;33;10
30.10.10.11.1011;FITA PP AA 40 HA 048X080 - PERSONALIZADA;80;48;3,84;;2,426505687;Fita PP;33;10
30.10.10.11.1012;FITA PP AA 40 HA 048X100 - PERSONALIZADA;100;48;4,8;;3,001800581;Fita PP;33;10
30.10.10.11.1013;FITA PP AA 40 HA 048X085 - PERSONALIZADA;85;48;4,08;;2,570329411;Fita PP;33;10
30.10.10.11.1014;FITA PP AA 40 HA 144X1200 - M;1200;144;172,8;;103,8115875;Fita PP;33;10
30.10.10.12.1004;FITA PP AA 40 TR 048X080 - PERSONALIZADA;80;48;3,84;;2,426505687;Fita PP;33;10
30.10.10.12.1007;FITA PP AA 40 TR 048X1000 - M;1000;48;48;;28,90909536;Fita PP;33;10
30.10.10.12.1012;FITA PP AA 40 TR 048X080 - M;80;48;3,84;;2,426505687;Fita PP;33;10
30.10.10.16.1004;FITA PP AR9 45 HA 048X090 - M;90;48;4,32;;3,418893742;Fita PP;33;10
30.10.10.16.1005;FITA PP AR9 45 HA 048X100 - PERSONALIZADA;100;48;4,8;;3,784845701;Fita PP;33;10
30.10.10.18.1001;FITA PP AR9 45 TR 048X045 - M;45;48;2,16;;1,622212812;Fita PP;33;10
30.10.10.18.1003;FITA PP AR9 45 TR 048X080 - M;80;48;3,84;;2,793916887;Fita PP;33;10
30.10.10.18.1004;FITA PP AR9 45 TR 048X090 - M;90;48;4,32;;3,127490734;Fita PP;33;10
30.10.10.18.1009;FITA PP AR9 45 TR 048X050 - PERSONALIZADA;50;48;2,4;;1,788999736;Fita PP;33;10
30.10.10.18.1010;FITA PP AR9 45 TR 048X080 - PERSONALIZADA;80;48;3,84;;2,793916887;Fita PP;33;10
