CodigoProduto;NomeProduto;Comprimento;Largura;FC;FCConvertido;Custo;Material
30.20.10.16.0070;"STRETCH FIL. 3""500X23 MAN ESPECIAL VERMELHO";KG;Bruto;1,57;4,5;6,324374769;Stretch
30.20.10.25.0054;"STRETCH FIL. 3""100X17 CORTADO MAQ (2,5 KG) LIQ";KG;Liq;0,24;2,5;7,570287367;Stretch
30.20.10.25.0063;"STRETCH FIL. 3""150X40 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;3,3;7,401969508;Stretch
30.20.10.31.0013;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,771418432;Stretch
30.20.10.45.0004;"STRETCH FIL. 3""750X30 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;21,3;7,114647334;Stretch
30.20.10.52.0024;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - VERMELHO";KG;Bruto;0,6;2,25;6,937416338;Stretch
30.20.10.57.0011;"STRETCH FIL. 3""500X17 MAN GOLD/5 LC3";KG;Bruto;1,1;5;6,928599985;Stretch
30.20.10.66.0005;"STRETCH FIL. 3""1000X17 MAQ LC3/28";KG;Bruto;3,14;28;7,220496456;Stretch
30.20.10.66.0006;"STRETCH FIL. 3""1000X30 MAQ LC3/28";KG;Bruto;3,14;28;7,117497841;Stretch
30.20.10.67.0007;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO BRANCO";KG;Bruto;1,57;4;5,803174267;Stretch
30.20.10.74.0010;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,765359996;Stretch
30.20.10.74.0015;"STRETCH FIL. 3""500X25 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;15,1;7,399797825;Stretch
30.20.10.79.0007;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,5;4,9;7,414178105;Stretch
30.20.10.79.0008;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,5;4,9;7,808092764;Stretch
30.20.10.80.0001;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO AZUL";KG;Bruto;1,57;10;7,247494856;Stretch
30.20.10.82.0005;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,405472031;Stretch
30.20.10.82.0007;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;15,1;7,370384591;Stretch
30.20.10.58.0020;"STRETCH FIL. 3""500X19 MAN LEV LC3 4KG EXPO LIQ - TB 0,5";KG;Liq;0,5;4;7,322362269;Stretch
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;3,5;8,060385658;Stretch
30.20.10.58.0019;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;7,148217802;Stretch
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;2,5;6,927869813;Stretch
30.20.10.14.0120;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,8KG) EXPO";KG;Bruto;0,6;1,8;6,459919243;Stretch
60.14.01.03.0004;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,57;3,5;5,170277516;Stretch
60.14.01.03.0005;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;6,957418964;Stretch
60.14.01.03.0006;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;6,957418964;Stretch
60.14.01.03.0008;"STRETCH FIL. 3""500X23 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,57;4;5,454983811;Stretch
30.20.10.84.0002;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2 C/ UV";KG;Bruto;1,57;4;5,794603549;Stretch
60.14.01.03.0011;"STRETCH FIL. 3""500X23 MAQ LC3/14 LIQUIDO VERMELHO AEROPORTO - MANAUS";KG;Liq;1,1;15,1;7,298447518;Stretch
60.14.01.07.0001;"STRETCH FIL. 3""430X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;6,700714854;Stretch
30.20.10.16.1000;"STRETCH FIL. 3""500X23 MAN GOLD VERMELHO";KG;Bruto;1,1;5;7,167769967;Stretch
60.14.01.03.0014;JUMBO 23 LC3(150) BRANCO STRETCH FILME - MANAUS;KG;Bruto;1,7;50;7,475752666;Stretch
60.14.01.03.0015;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (2,5KG) - MANAUS";KG;Liq;0,5;2,5;6,499261628;Stretch
30.20.10.91.0010;"STRETCH FIL. 3""500X25 MAQ LC3 17,57KG B";KG;Bruto;1,57;17,57;7,239312801;Stretch
60.14.01.07.0002;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) - MANAUS";KG;Bruto;0,6;2,5;6,512197625;Stretch
60.14.01.03.0010;"STRETCH FIL. 3""500X30 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,57;4;5,454983811;Stretch
60.14.01.03.0007;"STRETCH FIL. 3""600X23 MAQ LC3 VERMELHO AEROPORTO LIQUIDO - MANAUS";KG;Liq;1,884;14;6,934603633;Stretch
60.14.01.03.0016;JUMBO 23 LC3(150) BRANCO STRETCH FILME LIQ - MANAUS;KG;Liq;1,7;50;7,475752666;Stretch
30.20.10.58.0021;"STRETCH FIL. 3"" 410X08 PREESTIRADO CORELESS 1,8KG EXPO";KG;Bruto;0;1,8;8,131171281;Stretch
30.20.10.58.0021;"STRETCH FIL. 3"" 450X08 PREESTIRADO CORELESS 2 KG EXPO";KG;Bruto;0;2;8,131171281;Stretch
60.14.01.03.0012;"STRETCH FIL. 3""500X30 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,57;3,5;5,170277516;Stretch
60.14.01.03.0017;"STRETCH FIL. 3""500X23 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;7,543780324;Stretch
30.20.10.58.0022;"STRETCH FIL. 3""500X17 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5;7,216128977;Stretch
60.14.01.07.0003;"STRETCH FIL. 3""450X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;3;6,700714854;Stretch
60.14.01.03.0022;"STRETCH FIL. 3""500X23 MAN LEV NOVO - MANAUS";KG;Bruto;0,5;4,9;6,957418964;Stretch
30.20.10.83.0006;"STRETCH FIL. 3""500X17 MAQ LC3/14 B";KG;Bruto;1,57;14;7,220496456;Stretch
60.14.01.03.0018;"STRETCH FIL. 3""500X19 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;7,576762518;Stretch
60.14.01.03.0019;"STRETCH FIL. 3""500X30 MAN CORELESS - MANAUS";KG;Bruto;0;3,5;7,543780324;Stretch
60.14.01.03.0025;"STRETCH FIL. 3""500X23 MAN CORELESS (3,0KG) - MANAUS";KG;Bruto;0;3;7,543780324;Stretch
60.14.01.03.0024;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,5;4,9;6,990401159;Stretch
60.14.01.03.0023;"STRETCH FIL. 3""500X23 MAN GOLD LC3 - MANAUS";KG;Bruto;1,1;5;6,416065288;Stretch
30.20.10.91.0011;"STRETCH FIL. 3""500X25 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;10;6,493010988;Stretch
60.14.01.05.0011;"STRETCH FIL. 3""500X23 MAQ ATX/14 LIQUIDO TG - MANAUS";KG;Liq;1,1;15,1;6,94036128;Stretch
60.14.01.07.0004;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) LIQ - MANAUS";KG;Liq;0,6;2,5;6,512197625;Stretch
30.20.10.74.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 B PLUS TG";KG;Bruto;1,57;14;7,177270961;Stretch
60.14.01.03.0020;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;15,1;6,916129744;Stretch
30.20.10.50.0010;"STRETCH FIL. 3""500X30 MAN CORELESS (3,0KG) LC3";KG;Bruto;0;3;8,025298217;Stretch
30.20.10.58.or01;"STRETCH FIL. 3""500X23 MAN LEV LC3 4,8KG EXPO - TB 0,5";KG;Bruto;0,5;4,8;7,390932249;Stretch
30.20.10.75.OR01;"STRETCH FIL. 3"" 500X23 MAQ LC3 16KG EXPO";KG;Bruto;1,57;16;7,192437927;Stretch
30.20.10.74.0017;"STRETCH FIL. 3""500X13 MAQ ATX/5 LÍQUIDO PLUS TG M DIAS";KG;Liq;1,57;5;6,246278232;Stretch
30.20.10.55.COT01;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 3,5 KG";KG;Liq;0,5;3,5;7,210518335;Stretch
60.14.01.03.0021;"STRETCH FIL. 3""500X30 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;15,1;6,916129744;Stretch
60.14.01.07.0005;"STRETCH FIL. 3""450X10 MANUPREST SLIM (2,5KG) LIQUIDO - MANAUS";KG;Liq;0,6;2,5;6,512197625;Stretch
30.20.10.50.0005;"STRETCH FIL 3"" 500X23 MAN CORELESS LC3 (5KG) - EXPO";KG;Bruto;0;5;8,025298217;Stretch
30.20.10.67.0008;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO - BOB";KG;Bruto;1,57;4;5,803174267;Stretch
