CodigoProduto;NomeProduto;Comprimento;FC;FCConvertido;Custo;Material;
30.20.10.25.0058;"STRETCH FIL. 3""150X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,36;8,06;Stretch;
30.20.10.25.0055;"STRETCH FIL. 3""125X23 CORTADO MAQ (3,0 KG) LÍQUIDO";KG;Liq;0,3;8,13;Stretch;
20.20.40.12.0022;JUMBO 18 LC3(150) 500MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;8,03;Stretch;
30.20.10.56.0019;"STRETCH FIL.3""500X19 MAN ESPECIAL LC3 5,6KG EXPO LIQ";KG;Liq;1,47;8,04;Stretch;
30.20.10.14.0118;"STRETCH FIL. 3""450X15 MANUSTIF PLUS LEV (2,5KG)";KG;Bruto;0,6;8,03;Stretch;
30.20.10.16.0070;"STRETCH FIL. 3""500X23 MAN ESPECIAL VERMELHO";KG;Bruto;1,47;7,26;Stretch;
30.20.10.25.0054;"STRETCH FIL. 3""100X17 CORTADO MAQ (2,5 KG) LIQ";KG;Liq;0,24;7,02;Stretch;
30.20.10.25.0063;"STRETCH FIL. 3""150X40 CORTADO MAQ (3,3 KG)";KG;Bruto;0,36;6,62;Stretch;
30.20.10.31.0013;"STRETCH FIL. 3""500X13 MAQ ATX/14 LÍQUIDO TG";KG;Liq;1,1;6,62;Stretch;
30.20.10.45.0004;"STRETCH FIL. 3""750X30 MAQ ATX/21,3 LIQUIDO";KG;Liq;2,4;6,62;Stretch;
30.20.10.52.0024;"STRETCH FIL. 3""250X23 CORTADO (MAN) LC3 - VERMELHO";KG;Bruto;0,6;6,65;Stretch;
30.20.10.57.0011;"STRETCH FIL. 3""500X17 MAN GOLD/5 LC3";KG;Bruto;1,1;6,62;Stretch;
30.20.10.66.0005;"STRETCH FIL. 3""1000X17 MAQ LC3/28";KG;Bruto;3,14;6,62;Stretch;
30.20.10.66.0006;"STRETCH FIL. 3""1000X30 MAQ LC3/28";KG;Bruto;3,14;6,62;Stretch;
30.20.10.67.0007;"STRETCH FIL. 3""500X23 MAN ESPECIAL NOVO BRANCO";KG;Bruto;1,47;6,94;Stretch;
30.20.10.74.0010;"STRETCH FIL. 3""500X15 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;6,62;Stretch;
30.20.10.74.0015;"STRETCH FIL. 3""500X25 MAQ ATX/14 LÍQUIDO PLUS TG";KG;Liq;1,1;6,62;Stretch;
30.20.10.79.0007;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO BRANCO";KG;Liq;0,6;6,62;Stretch;
30.20.10.79.0008;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO NOVO VERMELHO";KG;Liq;0,6;6,62;Stretch;
30.20.10.80.0001;"STRETCH FIL. 3""500X23 MAQ LC3/10 NOVO AZUL";KG;Bruto;1,47;6,63;Stretch;
30.20.10.82.0005;"STRETCH FIL. 3""500X19 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;6,62;Stretch;
30.20.10.82.0007;"STRETCH FIL. 3""500X30 MAQ AT/14 LÍQUIDO TG";KG;Liq;1,1;7,35;Stretch;
30.20.10.58.0020;"STRETCH FIL. 3""500X19 MAN LEV LC3 4KG EXPO LIQ - TB 0,5";KG;Liq;0,6;6,59;Stretch;
30.20.10.50.0001;"STRETCH FIL 3"" 500X19 MAN CORELESS LC3";KG;Bruto;0;7,52;Stretch;
30.20.10.58.0019;"STRETCH FIL. 3""500X21 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;7,45;Stretch;
30.20.10.14.0109;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) EXPO";KG;Bruto;0,6;7,41;Stretch;
30.20.10.14.0120;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,8KG) EXPO";KG;Bruto;0,6;7,41;Stretch;
60.14.01.03.0004;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,47;7,78;Stretch;
60.14.01.03.0005;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;7,41;Stretch;
60.14.01.03.0006;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;7,41;Stretch;
60.14.01.04.0001;"STRETCH FIL. 3""500X23 MAQ 150/50 - MANAUS";KG;Bruto;1,7;6,14;Stretch;
60.14.01.04.0002;"STRETCH FIL. 3""500X30 MAQ 150/50 - MANAUS";KG;Bruto;1,7;6,07;Stretch;
60.14.01.03.0008;"STRETCH FIL. 3""500X23 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,47;6,04;Stretch;
60.14.01.05.0003;"STRETCH FIL. 3""500X30 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;5,69;Stretch;
30.20.10.84.0002;"STRETCH FIL. 3""500X25 MAN ESPECIALISSIMO LC2 C/ UV";KG;Bruto;1,47;6,04;Stretch;
60.14.01.05.0006;"STRETCH FIL. 3""500X19 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;5,69;Stretch;
60.14.01.03.0011;"STRETCH FIL. 3""500X23 MAQ LC3/14 LIQUIDO VERMELHO AEROPORTO - MANAUS";KG;Liq;1,1;6,04;Stretch;
60.14.01.05.0005;"STRETCH FIL. 3""500X25 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;6,23;Stretch;
60.14.01.05.0001;"STRETCH FIL. 3""500X17 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;6,92;Stretch;
60.14.01.04.0007;"STRETCH FIL. 3""500X25 MAQ 150/50 - MANAUS";KG;Bruto;1,7;6,65;Stretch;
20.20.40.13.0012;JUMBO 23 LC3(150) BRANCO STRETCH FILME;KG;Bruto;1,7;6,59;Stretch;
60.14.01.05.0004;"STRETCH FIL. 3""500X40 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;6,55;Stretch;
60.14.01.07.0001;"STRETCH FIL. 3""430X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;6,55;Stretch;
60.14.01.06.0001;"STRETCH FIL. 3""500X23 ATX 250/50 - MANAUS";KG;Bruto;1,7;6,83;Stretch;
20.20.40.13.0020;"STRETCH FIL. 3""500X25 MAQ 150/50 - MANAUS";KG;Bruto;1,7;6,09;Stretch;
30.20.10.16.1000;"STRETCH FIL. 3""500X23 MAN GOLD VERMELHO";KG;Bruto;1,1;6,55;Stretch;
60.14.01.03.0014;JUMBO 23 LC3(150) BRANCO STRETCH FILME - MANAUS;KG;Bruto;1,7;7,52;Stretch;
60.14.01.03.0015;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (2,5KG) - MANAUS";KG;Liq;0,6;7,41;Stretch;
60.14.01.04.0005;"STRETCH FIL. 3""500X17 MAQ 150/50 - MANAUS";KG;Bruto;1,7;7,41;Stretch;
30.20.10.91.0010;"STRETCH FIL. 3""500X25 MAQ LC3 17,57KG B";KG;Bruto;1,47;7,41;Stretch;
60.14.01.07.0002;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) - MANAUS";KG;Bruto;0,6;7,78;Stretch;
60.14.01.05.0002;"STRETCH FIL. 3""500X23 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,45;Stretch;
60.14.01.03.0010;"STRETCH FIL. 3""500X30 MAN ESP 4,0 KG LC3 - MANAUS";KG;Bruto;1,47;7,42;Stretch;
20.20.40.12.0021;JUMBO 18 LC3(150) 450MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;7,55;Stretch;
20.20.10.10.0007;"STRETCH FIL. 3""500X25 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;7,55;Stretch;
60.14.01.06.0003;"STRETCH FIL. 3""500X30 ATX 250/50 LIQ - MANAUS";KG;Liq;1,7;7,53;Stretch;
60.14.01.06.0003;"STRETCH FIL. 3""500X30 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;6,71;Stretch;
60.14.01.03.0007;"STRETCH FIL. 3""600X23 MAQ LC3 VERMELHO AEROPORTO LIQUIDO - MANAUS";KG;Liq; 1,88 ;7,14;Stretch;
60.14.01.03.0016;JUMBO 23 LC3(150) BRANCO STRETCH FILME LIQ - MANAUS;KG;Liq;1,7;7,14;Stretch;
60.14.01.05.0007;"STRETCH FIL. 3""500X25 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;7,14;Stretch;
20.20.40.17.0002;JUMBO 15 LC3(150) STRETCH FILME LIQ;KG;Liq;1,7;7,18;Stretch;
20.20.40.13.0004;JUMBO 23 LC3(150) AZUL STRETCH FILME;KG;Bruto;1,7;7,16;Stretch;
30.20.10.58.0021;"STRETCH FIL. 3"" 410X08 PREESTIRADO CORELESS 1,8KG EXPO";KG;Bruto;0;7,11;Stretch;
30.20.10.58.0021;"STRETCH FIL. 3"" 450X08 PREESTIRADO CORELESS 2 KG EXPO";KG;Bruto;0;6,98;Stretch;
60.14.01.03.0012;"STRETCH FIL. 3""500X30 MAN ESP 3,5 KG LC3 - MANAUS";KG;Bruto;1,47;5,84;Stretch;
60.14.01.03.0017;"STRETCH FIL. 3""500X23 MAN CORELESS - MANAUS";KG;Bruto;0;5,80;Stretch;
30.20.10.58.0022;"STRETCH FIL. 3""500X17 MAN LEV LC3 5KG EXPO - TB 0,8";KG;Bruto;0,8;5,80;Stretch;
60.14.01.05.0010;"STRETCH FIL. 3""500X17 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;5,80;Stretch;
60.14.01.07.0003;"STRETCH FIL. 3""450X10 MANUPREST SLIM (3KG) LIQUIDO - MANAUS";KG;Liq;0,6;5,80;Stretch;
60.14.01.05.0009;"STRETCH FIL. 3""500X15 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;5,91;Stretch;
60.14.01.05.0008;"STRETCH FIL. 3""500X19 MAQ 250/50 LIQ - MANAUS";KG;Liq;1,7;6,96;Stretch;
20.20.40.13.0021;JUMBO 23 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;6,93;Stretch;
60.14.01.03.0022;"STRETCH FIL. 3""500X23 MAN LEV NOVO - MANAUS";KG;Bruto;0,6;6,93;Stretch;
30.20.10.83.0006;"STRETCH FIL. 3""500X17 MAQ LC3/14 B";KG;Bruto;1,47;7,03;Stretch;
60.14.01.03.0018;"STRETCH FIL. 3""500X19 MAN CORELESS - MANAUS";KG;Bruto;0;7,41;Stretch;
60.14.01.04.0006;"STRETCH FIL. 3""500X19 MAQ 150/50 - MANAUS";KG;Bruto;1,7;7,29;Stretch;
60.14.01.03.0019;"STRETCH FIL. 3""500X30 MAN CORELESS - MANAUS";KG;Bruto;0;6,93;Stretch;
60.14.01.06.0002;"STRETCH FIL. 3""500X30 ATX 250/50 - MANAUS";KG;Bruto;1,7;6,96;Stretch;
20.20.40.13.0028;"STRETCH FIL. 3""500X13 MAQ 150/50 LIQ";KG;Liq;1,7;7,45;Stretch;
60.14.01.03.0025;"STRETCH FIL. 3""500X23 MAN CORELESS (3,0KG) - MANAUS";KG;Bruto;0;7,41;Stretch;
20.20.40.11.0011;JUMBO 17 LC3(150) STRETCH FILME LIQ;KG;Liq;1,7;7,41;Stretch;
60.14.01.05.0012;"STRETCH FIL. 3""500X13 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,52;Stretch;
20.20.10.10.0009;JUMBO 23 ATX(250) PLUS LIQUIDO;KG;Liq;1,7;7,78;Stretch;
60.14.01.03.0024;"STRETCH FIL. 3""500X19 MAN LEV LIQUIDO LC3 - MANAUS";KG;Liq;0,6;6,91;Stretch;
60.14.01.03.0023;"STRETCH FIL. 3""500X23 MAN GOLD LC3 - MANAUS";KG;Bruto;1,1;6,88;Stretch;
20.20.40.13.0025;JUMBO 30 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;6,88;Stretch;
30.20.10.91.0011;"STRETCH FIL. 3""500X25 MAQ LC3/10 ESPECIALISSIMO";KG;Bruto;1,7;7,24;Stretch;
20.20.40.13.0023;JUMBO 19 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;6,98;Stretch;
20.20.40.13.0024;JUMBO 25 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;6,88;Stretch;
20.20.40.13.0026;JUMBO 40 LC3(150) STRETCH FILME - LIQ;KG;Liq;1,7;6,88;Stretch;
20.20.40.13.0001;JUMBO 23 LC3 STRETCH FILME VERMELHO;KG;Bruto;1,7;6,94;Stretch;
60.14.01.05.0011;"STRETCH FIL. 3""500X23 MAQ ATX/14 LIQUIDO TG - MANAUS";KG;Liq;1,1;6,90;Stretch;
60.14.01.07.0004;"STRETCH FIL. 3""430X10 MANUPREST SLIM  (2,5KG) LIQ - MANAUS";KG;Liq;0,6;6,90;Stretch;
30.20.10.74.0016;"STRETCH FIL. 3""500X19 MAQ ATX/14 B PLUS TG";KG;Bruto;1,47;7,27;Stretch;
20.20.40.12.0023;JUMBO 18 LC3(150) 600MM STRETCH FILME - EXPO LÍQ;KG;Liq;1,7;7,00;Stretch;
60.14.01.03.0020;"STRETCH FIL. 3""500X23 MAQ LC3/14 LÍQUIDO TG - MANAUS";KG;Liq;1,1;6,90;Stretch;
20.20.40.13.0027;JUMBO 23 LC3(150) PRETO STRETCH FILME - LIQ;KG;Liq;1,7;6,90;Stretch;
30.20.10.50.0010;"STRETCH FIL. 3""500X30 MAN CORELESS (3,0KG) LC3";KG;Bruto;0;7,16;Stretch;
20.20.10.12.0005;"STRETCH FIL. 3""500X30 MAQ 250/50 - MANAUS";KG;Bruto;1,7;7,16;Stretch;
20.20.40.13.0015;"STRETCH FIL. 3""500X23 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;6,99;Stretch;
20.20.40.13.0017;"STRETCH FIL. 3""500X25 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,16;Stretch;
20.20.40.13.0019;"STRETCH FIL. 3""500X19 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,55;Stretch;
20.20.40.14.0007;"STRETCH FIL. 3""500X30 MAQ 150/50 - MANAUS";KG;Bruto;1,7;7,51;Stretch;
20.20.40.14.0008;"STRETCH FIL. 3""500X30 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,26;Stretch;
20.20.40.15.0004;"STRETCH FIL. 3""500X40 MAQ 150/50 LIQ - MANAUS";KG;Liq;1,7;7,18;Stretch;
30.20.10.55.0009;"STRETCH FIL. 3""500X23 MAN LEV LIQUIDO LC3 (4,0KG) - MANAUS";KG;Liq;0,6;7,48;Stretch;
30.20.10.55.0010;"STRETCH FIL. 3""500X30 MAN LEV LIQUIDO LC3 (4,0KG) - MANAUS";KG;Liq;0,6;7,30;Stretch;
30.20.10.56.0013;"STRETCH FIL. 3""500X23 MAN ESP 3,5 KG LC3";KG;Bruto;1,47;7,29;Stretch;
30.20.10.56.0015;"STRETCH FIL. 3""500X23 MAN ESPECIAL - 4 KG LC3 MANAUS";KG;Bruto;1,47;7,55;Stretch;
30.20.10.55.0012;"STRETCH FIL. 3""500X25 MAN LEV LIQUIDO (800) LC3 (4,0KG) - MANAUS";KG;Liq;0,8;7,13;Stretch;
;;;;;7,62;Stretch;
;;;;;6,89;Stretch;
;;;;;6,92;Stretch;
;;;;;6,89;Stretch;
;;;;;7,13;Stretch;
;;;;;7,16;Stretch;
;;;;;7,13;Stretch;
;;;;;7,12;Stretch;
;;;;;7,12;Stretch;
;;;;;7,12;Stretch;
;;;;;4,39;Stretch;
;;;;;6,86;Stretch;
;;;;;6,23;Stretch;
;;;;;6,95;Stretch;
;;;;;6,63;Stretch;
;;;;;7,22;Stretch;
;;;;;7,25;Stretch;
;;;;;6,88;Stretch;
;;;;;7,58;Stretch;
;;;;;6,29;Stretch;
;;;;;6,22;Stretch;
;;;;;6,19;Stretch;
;;;;;6,19;Stretch;
;;;;;6,53;Stretch;
;;;;;6,49;Stretch;
;;;;;6,49;Stretch;
;;;;;6,49;Stretch;
;;;;;6,23;Stretch;
;;;;;7,40;Stretch;
;;;;;7,35;Stretch;
;;;;;7,45;Stretch;
;;;;;7,55;Stretch;
;;;;;7,35;Stretch;
;;;;;7,50;Stretch;
;;;;;7,45;Stretch;
;;;;;7,46;Stretch;
;;;;;7,39;Stretch;
;;;;;7,36;Stretch;
;;;;;7,36;Stretch;
;;;;;7,72;Stretch;
;;;;;7,49;Stretch;
;;;;;7,42;Stretch;
;;;;;7,38;Stretch;
;;;;;7,38;Stretch;
;;;;;8,03;Stretch;
;;;;;6,09;Stretch;
;;;;;7,11;Stretch;
;;;;;6,88;Stretch;
;;;;;7,29;Stretch;
;;;;;7,38;Stretch;
;;;;;7,79;Stretch;
;;;;;7,50;Stretch;
;;;;;7,43;Stretch;
;;;;;7,40;Stretch;
;;;;;7,40;Stretch;
;;;;;7,37;Stretch;
;;;;;7,15;Stretch;
;;;;;6,88;Stretch;
;;;;;7,11;Stretch;
;;;;;7,36;Stretch;
;;;;;6,19;Stretch;
;;;;;6,88;Stretch;
;;;;;7,41;Stretch;
;;;;;7,41;Stretch;
;;;;;7,81;Stretch;
;;;;;7,81;Stretch;
;;;;;6,07;Stretch;
;;;;;8,17;Stretch;
;;;;;8,17;Stretch;
;;;;;8,17;Stretch;
;;;;;7,78;Stretch;
;;;;;6,87;Stretch;
;;;;;6,90;Stretch;
;;;;;6,07;Stretch;
;;;;;7,04;Stretch;
;;;;;6,98;Stretch;
;;;;;7,38;Stretch;
;;;;;7,60;Stretch;
;;;;;8,03;Stretch;
;;;;;7,25;Stretch;
;;;;;8,06;Stretch;
;;;;;8,06;Stretch;
;;;;;7,20;Stretch;
;;;;;7,19;Stretch;
;;;;;7,19;Stretch;
;;;;;7,15;Stretch;
;;;;;6,93;Stretch;
;;;;;6,93;Stretch;
;;;;;7,23;Stretch;
;;;;;7,06;Stretch;
;;;;;7,56;Stretch;
;;;;;7,58;Stretch;
;;;;;7,57;Stretch;
;;;;;7,54;Stretch;
;;;;;7,27;Stretch;
;;;;;7,28;Stretch;
;;;;;7,25;Stretch;
;;;;;7,25;Stretch;
;;;;;7,21;Stretch;
;;;;;7,21;Stretch;
;;;;;7,26;Stretch;
;;;;;7,45;Stretch;
;;;;;7,29;Stretch;
;;;;;7,36;Stretch;
;;;;;7,39;Stretch;
;;;;;7,41;Stretch;
;;;;;7,11;Stretch;
;;;;;7,16;Stretch;
;;;;;7,17;Stretch;
;;;;;7,23;Stretch;
;;;;;7,23;Stretch;
;;;;;7,20;Stretch;
;;;;;7,20;Stretch;
;;;;;7,15;Stretch;
;;;;;7,23;Stretch;
;;;;;7,17;Stretch;
;;;;;7,15;Stretch;
;;;;;6,93;Stretch;
;;;;;6,25;Stretch;
;;;;;7,52;Stretch;
;;;;;7,53;Stretch;
;;;;;7,61;Stretch;
;;;;;7,57;Stretch;
;;;;;7,57;Stretch;
;;;;;7,75;Stretch;
;;;;;6,62;Stretch;
;;;;;7,16;Stretch;
;;;;;7,35;Stretch;
;;;;;7,45;Stretch;
;;;;;6,43;Stretch;
;;;;;6,95;Stretch;
;;;;;6,32;Stretch;
;;;;;7,57;Stretch;
;;;;;7,40;Stretch;
;;;;;7,77;Stretch;
;;;;;7,11;Stretch;
;;;;;6,94;Stretch;
;;;;;6,93;Stretch;
;;;;;7,22;Stretch;
;;;;;7,12;Stretch;
;;;;;5,80;Stretch;
;;;;;7,77;Stretch;
;;;;;7,40;Stretch;
;;;;;7,41;Stretch;
;;;;;7,81;Stretch;
;;;;;7,25;Stretch;
;;;;;7,41;Stretch;
;;;;;7,37;Stretch;
;;;;;7,32;Stretch;
;;;;;8,06;Stretch;
;;;;;7,15;Stretch;
;;;;;6,93;Stretch;
;;;;;6,46;Stretch;
;;;;;5,17;Stretch;
;;;;;6,96;Stretch;
;;;;;6,96;Stretch;
;;;;;5,45;Stretch;
;;;;;5,79;Stretch;
;;;;;7,30;Stretch;
;;;;;6,70;Stretch;
;;;;;7,17;Stretch;
;;;;;7,48;Stretch;
;;;;;6,50;Stretch;
;;;;;7,24;Stretch;
;;;;;6,51;Stretch;
;;;;;5,45;Stretch;
;;;;;6,93;Stretch;
;;;;;7,48;Stretch;
;;;;;8,13;Stretch;
;;;;;8,13;Stretch;
;;;;;5,17;Stretch;
;;;;;7,54;Stretch;
;;;;;7,22;Stretch;
;;;;;6,70;Stretch;
;;;;;6,96;Stretch;
;;;;;7,22;Stretch;
;;;;;7,58;Stretch;
;;;;;7,54;Stretch;
;;;;;7,54;Stretch;
;;;;;6,99;Stretch;
;;;;;6,42;Stretch;
;;;;;6,49;Stretch;
;;;;;6,94;Stretch;
;;;;;6,51;Stretch;
;;;;;7,18;Stretch;
;;;;;6,92;Stretch;
;;;;;8,03;Stretch;
;;;;;7,39;Stretch;
;;;;;7,19;Stretch;
;;;;;6,25;Stretch;
;;;;;7,21;Stretch;
;;;;;6,92;Stretch;
;;;;;6,51;Stretch;
;;;;;8,03;Stretch;
;;;;;5,80;Stretch;
